journal,doi,title,authors,year,issns,supporting_cites,contrasting_cites,mentioning_cites,total_cites,scite_report_link
mind,10.1093/mind/vii.25.1,I.—HEGEL'S THEORY OF THE POLITICAL ORGANISM1,"[{'author_name': 'Bernard Bosanquet', 'author_slug': 'bernard-bosanquet-M88GX', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1898,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/i-hegel-s-theory-of-the-political-Emd5X1
mind,10.1093/mind/os-v.20.528,V.--THE METHOD OF KANT,"[{'author_name': 'Junji Cao', 'author_slug': 'junji-cao-yJ4d4W', 'author_sequence_number': 1, 'author_orcid': '0000-0002-1752-6899', 'affiliations': [None], 'affiliation_slugs': [None]}]",1880,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/v-the-method-of-kant-l3ENxE
mind,10.1093/mind/v.1.103,VII.—CRITICAL NOTICES,"[{'author_name': 'E. E. C. Jones', 'author_slug': 'e-e-c-jones-MQGDQd', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1896,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/vii-critical-notices-zgA6k3
mind,10.1093/mind/iv.16.425,I.—NOTES ON THE THEORY OF VALUE,"[{'author_name': 'None David Mackenzie', 'author_slug': 'none-david-mackenzie-VxdZ8AJ', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1895,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/i-notes-on-the-theory-of-98yQlb
mind,10.1093/mind/os-xiii.51.356,III.—THE PHILOSOPHICAL IMPORTANCE OF A TRUE THEORY OF IDENTITY,"[{'author_name': 'Bernard Bosanquet', 'author_slug': 'bernard-bosanquet-M88GX', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1888,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/iii-the-philosophical-importance-of-a-we9YXr
mind,10.1093/mind/os-2.7.409,VIII.—NOTES,"[{'author_name': 'Rayleigh,', 'author_slug': 'rayleigh-KgRXw01', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1877,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/viii-notes-yGWYOp
mind,10.1093/mind/os-vi.21.1,I—ILLUSIONS OF INTROSPECTION,"[{'author_name': 'James Sully', 'author_slug': 'james-sully-Jx2Jr6', 'author_sequence_number': 1, 'affiliations': [None, None, None, None, None, None, None, None, None], 'affiliation_slugs': [None, None, None, None, None, None, None, None, None]}]",1881,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/i-illusions-of-introspection-1GmP3V
mind,10.1093/mind/1.2.188,II.—THE CHANGES OF METHOD IN HEGEL'S DIALECTIC. (II.),"[{'author_name': 'J. Ellis McTaggart', 'author_slug': 'j-ellis-mctaggart-zk3wOE', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1892,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/ii-the-changes-of-method-in-Jg2yR0
mind,10.1093/mind/iii.9.1,HEGELIANISM AND ITS CRITICS,"[{'author_name': 'A. Seth', 'author_slug': 'a-seth-ZANg22', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1894,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/hegelianism-and-its-critics-n9yYVn
mind,10.1093/mind/os-4.15.408,THE SO-CALLED IDEALISM OF KANT,"[{'author_name': 'Henry Sidgwick', 'author_slug': 'henry-sidgwick-Rape14', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1879,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/the-so-called-idealism-of-kant-yGWY6M
mind,10.1093/mind/iv.14.176,III.—ON THE SUPPOSED USELESSNESS OF THE SOUL,"[{'author_name': 'F. H. Bradley', 'author_slug': 'f-h-bradley-j0D1Ry', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1895,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/iii-on-the-supposed-uselessness-of-1GmMNE
mind,10.1093/mind/ns-5.18.227,SELF-KNOWLEDGE,"[{'author_name': 'Beare, J. I.', 'author_slug': 'beare-j-i-ADM13Va', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1896,"['0026-4423', '1460-2113']",0,0,0,1,https://scite.ai/reports/self-knowledge-zgAMEK
mind,10.1093/mind/os-12.48.583,V.—CRITICAL NOTICES,"[{'author_name': 'J. McK CATTELL', 'author_slug': 'j-mck-cattell-gRlGj9n', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1887,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/v-critical-notices-AAyErL
mind,10.1093/mind/os-xiii.51.383,V.—THE LESSON OF NEO-SCHOLASTICISM,"[{'author_name': 'Francis Winterton', 'author_slug': 'francis-winterton-vLArXN', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1888,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/v-the-lesson-of-neo-scholasticism-pWy3dN
mind,10.1093/mind/os-1.4.552,I.—PATHOLOGICAL,"[{'author_name': 'William R. Gowers', 'author_slug': 'william-r-gowers-y3JxggW', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1876,"['0026-4423', '1460-2113']",0,0,0,1,https://scite.ai/reports/i-pathological-Q8V3GJ
